"otu"	"superkingdom"	"phylum"	"clade"	"order"	"family"	"genus"	"species"
87229	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Botrytis"	"Botrytis_porri"
139640	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Botrytis"	"Botrytis_squamosa"
40559	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Botrytis"	"Botrytis_cinerea"
139641	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Botrytis"	"Botrytis_byssoidea"
87227	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Myriosclerotinia"	"Myriosclerotinia_caricis-ampullaceae"
87228	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Myriosclerotinia"	"Myriosclerotinia_curreyana"
1973135	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Nervostroma"	"Nervostroma_depraedans"
5180	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Sclerotinia"	"Sclerotinia_sclerotiorum"
28548	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Sclerotinia"	"Sclerotinia_trifoliorum"
352851	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Sclerotinia"	"Sclerotinia_nivalis"
589664	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Sclerotinia"	"Sclerotinia_bulborum"
1792694	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Elliottinia"	"Elliottinia_kerneri"
38448	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Monilinia"	"Monilinia_fructicola"
335683	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Monilinia"	"Monilinia_ssiori"
2763337	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Monilinia"	"Monilinia_kusanoi"
255361	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Monilinia"	"Monilinia_polystroma"
38486	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Monilinia"	"Monilinia_oxycocci"
38468	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Ciborinia"	"Ciborinia_erythronii"
1792696	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Sclerencoelia"	"Sclerencoelia_pruinosa"
1971360	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Sclerencoelia"	"Sclerencoelia_fraxinicola"
233968	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Kohninia"	"Kohninia_linnaeicola"
38492	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Stromatinia"	"Stromatinia_cepivora"
2825852	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Schroeteria"	"Schroeteria_poeltii"
2825853	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Schroeteria"	"Schroeteria_decaisneana"
438415	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Botryotinia"	"Botryotinia_allii"
2075380	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Septotinia"	"Septotinia_podophyllina"
1003147	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Amphobotrys"	"Amphobotrys_ricini"
2081440	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Martininia"	"Martininia_panamaensis"
984309	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Ciboria"	"Ciboria_shiraiana"
1436308	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Ciboria"	"Ciboria_cistophila"
378066	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Mycopappus"	"Mycopappus_alni"
54691	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Valdensinia"	"Valdensinia_heterodoxa"
503105	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Monilia"	"Monilia_fructigena"
119933	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Stemphylium"	"Stemphylium_vesicarium"
183480	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Stemphylium"	"Stemphylium_trifolii"
110364	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Stemphylium"	"Stemphylium_solani"
183473	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Stemphylium"	"Stemphylium_triglochinicola"
245170	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Stemphylium"	"Stemphylium_globuliferum"
120510	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Stemphylium"	"Stemphylium_botryosum"
5599	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_alternata"
105696	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Epicoccum"	"Epicoccum_nigrum"
646064	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Didymella"	"Didymella_gardeniae"
749831	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Chaetasbolisia"	"Chaetasbolisia_eupatorii"
1770151	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Heterophoma"	"Heterophoma_adonidis"
2698353	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Calophoma"	"Calophoma_vincetoxici"
1758412	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_aciculare"
29917	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_cladosporioides"
706564	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Melanodothis"	"Melanodothis_caricis"
40563	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Sporidiobolales"	"Sporidiobolaceae"	"Sporobolomyces"	"Sporobolomyces_roseus"
162125	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Hyaloperonospora"	"Hyaloperonospora_brassicae"
86335	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_destructor"
162102	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_variabilis"
220750	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Phytopythium"	"Phytopythium_carbonicum"
944634	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Pythiales"	"Pythiaceae"	"Pythium"	"Pythium_kashmirense"
29001	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_brassicicola"
45303	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_infectoria"
48098	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_porri"
160388	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_dianthicola"
749589	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Didymella"	"Didymella_pinodes"
372025	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Ascochyta"	"Ascochyta_fabae"
749840	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Ascochyta"	"Ascochyta_herbicola"
2684554	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Vandijckomycella"	"Vandijckomycella_snoekiae"
1770248	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Stagonosporopsis"	"Stagonosporopsis_helianthi"
749870	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Paraboeremia"	"Paraboeremia_selaginellae"
2301486	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Remotididymella"	"Remotididymella_anthropophila"
2763203	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Pseudopeyronellaea"	"Pseudopeyronellaea_eucalypti"
646057	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Didymellaceae"	"Cumuliphoma"	"Cumuliphoma_omnivirens"
29918	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Cladosporiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_herbarum"
58909	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Helotiales"	"Sclerotiniaceae"	"Scleromitrula"	"Scleromitrula_spiraeicola"
34373	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Erysiphales"	"Erysiphaceae"	"Blumeria"	"Blumeria_graminis"
5507	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_oxysporum"
192010	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_mangiferae"
37995	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Cordycipitaceae"	"Beauveria"	"Beauveria_virella"
1491002	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Hypocreaceae"	"Trichoderma"	"Trichoderma_pezizoides"
76775	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
230439	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_tabacina"
162118	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_lamii"
162100	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_boni-henrici"
169388	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_solani"
984957	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_haematococcum"
2781888	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"[Neocosmospora]_citricola"
48495	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_pseudoanthophilum"
42673	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_nygamai"
5127	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_fujikuroi"
120644	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_thapsinum"
48488	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_brevicatenulatum"
42676	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_sacchari"
78861	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_acutatum"
61235	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_equiseti"
5516	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_culmorum"
5518	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_graminearum"
86545	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Hypocreales"	"Nectriaceae"	"Fusarium"	"Fusarium_chlamydosporum"
214993	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Tremellales"	"Rhynchogastremaceae"	"Papiliotrema"	"Papiliotrema_flavescens"
192246	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Tremellales"	"Rhynchogastremaceae"	"Papiliotrema"	"Papiliotrema_japonica"
4981	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Tremellales"	"Rhynchogastremaceae"	"Papiliotrema"	"Papiliotrema_pseudoalba"
425109	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Tremellales"	"Rhynchogastremaceae"	"Papiliotrema"	"Papiliotrema_terrestris"
622444	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_belbahrii"
162113	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"Peronospora_conglomerata"
123356	"Eukaryota"	"Oomycota"	"Stramenopiles"	"Peronosporales"	"Peronosporaceae"	"Hyaloperonospora"	"Hyaloperonospora_parasitica"
40127	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Sordariales"	"Sordariaceae"	"Neurospora"	"Neurospora_tetrasperma"
2520539	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Thyridariaceae"	"Pararoussoella"	"Pararoussoella_juglandicola"
129132	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Trichosporonales"	"Trichosporonaceae"	"Cutaneotrichosporon"	"Cutaneotrichosporon_dermatis"
279325	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Trichosporonales"	"Trichosporonaceae"	"Cutaneotrichosporon"	"Cutaneotrichosporon_middelhovenii"
546347	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Agaricales"	"Hygrophoraceae"	"Cora"	"Cora_minor"
2589414	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	"Ceratobasidium_niltonsouzanum"
184412	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Cantharellales"	"Ceratobasidiaceae"	"Ceratobasidium"	"Ceratobasidium_ramicola"
1514897	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_arunalokei"
76773	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_globosa"
467977	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"Alternaria_thalictrigena"
2709055	"Eukaryota"	"Ascomycota"	"dothideomyceta"	"Pleosporales"	"Pleosporaceae"	"Comoclathris"	"Comoclathris_arrhenatheri"
1267494	"Eukaryota"	"Ascomycota"	"sordariomyceta"	"Glomerellales"	"Plectosphaerellaceae"	"Paragibellulopsis"	"Paragibellulopsis_chrysanthemi"
157611	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Tremellales"	"Bulleraceae"	"Bullera"	"Bullera_alba"
1415903	"Eukaryota"	"Basidiomycota"	"Opisthokonta"	"Tremellales"	"Bulleraceae"	"Bullera"	"Bullera_coprosmae"
